text_original,text_clean,label,video_id,title,channel_name,tanggal,author,source
"Assalamualaikum ust @Adihidayat Saya sangat ingin sekali belajar dengan ust secara langsung dan sangat mengagumi ust.. saya hanya bisa mengikuti kajian lweat hp saja, Dan saya setiap malam setiap sholat selalu berdoa Kepada Allah Swt untuk oragtua dan ust adi... saya sangat mengangumi ustd tapi tidak melebihi Allah Swt dan Rasullnya.. Nabi Muhammad Saw,, Dan allah Swt mengabulkan doa Saya Bertemu ustd adi hidayat Hanya Dalam Mimpi saja ..Alhamdulillah",assalamualaikum ust saya sangat ingin sekali belajar dengan ust secara langsung dan sangat mengagumi ust saya hanya bisa mengikuti kajian lweat hp saja dan saya setiap malam setiap sholat selalu berdoa kepada allah swt untuk oragtua dan ust adi saya sangat mengangumi ustd tapi tidak melebihi allah swt dan rasullnya nabi muhammad saw dan allah swt mengabulkan doa saya bertemu ustd adi hidayat hanya dalam mimpi saja alhamdulillah,0,,,,,,dataset_kaggle
"ada beberapa kenalanku yang bunuh diri karena judol, banyak pula yang bercerai dengan istrinya, bangkrut bisnisnya.. memang mengerikan efek judol ini.",ada beberapa kenalanku yang bunuh diri sebab judi online banyak pula yang bercerai dengan istrinya bangkrut bisnisnya memang mengerikan efek judi online ini,0,,,,,,judi_online
bisa bang bisa bang bisa bang,bisa bang bisa bang bisa bang,0,,,,,,dataset_kaggle
"Ynag penting bisa nekan tomboil 🔍𝐊𝗨𝗦𝗨𝗠𝗔𝗧𝟎𝗧𝟎🏆,🌟",ynag penting bisa nekan tomboil kusumat0t0,1,,,,,,judi_online
Emang pak wapres kita ngerti dengan cara pola pikir anda?,emang pak wapres kita ngerti dengan cara pola pikir anda,0,ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.250.360.216.190,afdalfauzi1860,data_clean_final
Konsisten melangkah menuju puncak Seacrh Google ❄️𝗝 𝗨 𝗡 𝗜 𝗢 𝗥 𝟴 𝟴❄️,konsisten melangkah menuju puncak seacrh google junior88,1,,,,,,dataset_kaggle
"𝐀⁠⁠𝐄‌‌𝐑‌𝐎⁠𝟖⁠𝟖 Wih, informatif banget videonya.",aero88 wih informatif banget video,1,,,,1757443379.57549,@thắnEgmạchuy,dataset_komentarJudol
"Temenku Bang, dia rehat kuliah 2 tahun buat jadi agen bandar judi online. Dan tahu akibatnya? Dia lambat dan molor kuliahnya ...",temenku kakak dia rehat kuliah tahun buat jadi agen bandar judi online dan tahu akibatnya dia lambat dan molor kuliahnya,0,,,,,,judi_online
"Tiap scroll feed explore, selalu ada ❝PULAUWIN❞ muncul.",tiap scroll feed explore selalu pulauwin muncul,1,,,,1755194989.93603,@tituswayne-w9p,dataset_komentarJudol
"Makasih banyak А𝐺𝑈𝑆𝘛О𝘛О, hari ini benar-benar gacir banget!",makasih banyak gust t hari ini benar benar gacir banget,1,BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.151.183.340,BarajasGreen-p7d,data_clean_final
Langkah pas hasil puas Ketik Di Google 🐉𝗝 𝗨 𝗡 𝗜 𝗢 𝗥 𝟴 𝟴🐉,langkah pas hasil puas ketik di google junior88,1,,,,,,dataset_kaggle
4:23 kemarin buat referensi kain batik buat bikin kebaya. Tinggal foto suruh bikin baju nya Wahh keren jadinya Sangat membantu bnget😊,kemarin buat referensi kain batik buat bikin kebaya tinggal foto suruh bikin baju nya wahh keren jadinya sangat membantu bnget,0,,,,,,dataset_kaggle
"Aku suka overall ambience video ini, nuansanya seperti KYT4️⃣D ☯️",aku suka overall ambience video ini nuansanya seperti kyt4d,1,,,,,,dataset_kaggle
Daripada merk sebelah masih pake modul kamera 2022. Bukannya inovasi malah bayar buzzer 🤭,daripada merk sebelah masih pake modul kamera 2022 bukannya inovasi malah bayar buzzer,0,,,,,,dataset_kaggle
Siapakah AL itu?,siapakah al itu,0,,,,,,judi_online
Situs paling terbaik ⭐ 𝐋𝐄𝐕𝐈𝐒𝟒𝐃 ⭐,situs paling terbaik levis4d,1,,,,,,dataset_kaggle
Koleksi genre isekai ALEXIS17 udah satu lemari penuh.,koleksi genre isekai alexis17 sudah satu lemari penuh,1,,,,,,judi_online
Kesini krn ajja pinter lucu,kesini krn ajja pinter lucu,0,,,,,,dataset_kaggle
gacir parah di 𝐴𝑋𝐋77𝟳,gacir parah di axl777,1,kUom1fDXs4A,MOBIL-MOBIL PALING KAMI SUKA DI IIMS 2025 | FEAT. OM MOBI,Fitra Eri,1.739.972.220.076.470,Baeckerlevente-x1l,data_clean_final
Mudah dipahami hasil hebat Ketik Di Google 🐉𝗝 𝗨 𝗡 𝗜 𝗢 𝗥 𝟴 𝟴🐉,mudah dipahami hasil hebat ketik di google junior88,1,,,,,,dataset_kaggle
Nt bkent,nt bkent,0,,,,1758374500.38638,@Ading7777,dataset_komentarJudol
Mirip prabowo,mirip prabowo,0,,,,,,dataset_kaggle
"Saya doakan Ibu Meutya dan jajaran anak buahnya sehat selalu, diberikan kesehatan, kekuatan batin dalam menghadapi tekanan.",saya doakan ibu meutya dan jajaran anak buahnya sehat selalu diberikan kesehatan kekuatan batin dalam menghadapi tekanan,0,,,,,,judi_online
"𝐷оrа𝟩𝟳bikin detik berharga , rezeki diduga !",d r 77bikin detik berharga rezeki diduga,1,zFhBO9uoGYA,INDONESIAN DRIFT SERIES TERAKHIR di sini,Om Mobi,2025-05-04 13:36:57+00:00,EvaVDo8p,data_clean_final
Inter aib italia,inter aib italia,0,,,,,,dataset_kaggle
Aqeela bikin vlog house tour rumah kamu dong smbil nunjukin penghargaan kamu,aqeela bikin vlog house tour rumah kamu dong smbil nunjukin penghargaan kamu,0,,,,,,dataset_kaggle
Admin bumi emang beda kalo ada minyak itam,admin bumi emang beda kalo ada minyak itam,0,,,,,,dataset_kaggle
Colabs am grind boys dong,colabs am grind boys dong,0,,,,,,dataset_kaggle
"Malas nonton bang bkent kalau rrq kalah , kurang semangat aja 😂",malas nonton bang bkent kalau rrq kalah kurang semangat aja,0,,,,1758374704.09807,@kecenk027,dataset_komentarJudol
udh setiap hari lewat bosen:face-blue-smiling:,udh setiap hari lewat bosenfacebluesmiling,0,,,,2024-10-07 13:14:46,ipin_beban 😂:v,youtube_chat_jogja
Sehat terus pria tua,sehat terus pria tua,0,,,,,,dataset_kaggle
Gila pantunnya ketua kerenn😂,gila pantun ketua kerenn,0,,,,1757832617.18028,@Bangpang99,dataset_komentarJudol
"Mantap betul! Main di 𝐃⁠​𝐎‍𝐑⁠⁠𝐀⁠‍𝟕‍⁠𝟕anti lag, cuan pun anti macet!",mantap betul main dora77anti lag cuan anti macet,1,,,,1758415157.74924,@Boobesh-b3m,dataset_komentarJudol
Kontennya bersih dan jernih! 𝐓𝐈𝐌𝐎𝟒𝐃,konten bersih jernih timo4d,1,,,,1757821641.58583,@Mai3Pham3-g3o,dataset_komentarJudol
jogja istimewa,jogja istimewa,0,,,,2024-10-07 12:04:52,Anaksehat Kuat,youtube_chat_jogja
"Cuma di sini, Gak nyangka bisa menang terus di 🔥⚡ALEXIS17⚡?🔥",cuma di sini gak nyangka bisa menang terus di alexis17,1,4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,174.525.119.560.075,FikriAnggraini-h4t,data_clean_final
Terimah kasih demonya,terimah kasih demo,0,,,,1756664843.20665,@kocinpopu,dataset_komentarJudol
"udah kali menang berkat bantuan pawpaw4d , !",udah kali menang berkat bantuan pawpaw4d,1,zFhBO9uoGYA,INDONESIAN DRIFT SERIES TERAKHIR di sini,Om Mobi,2025-05-04 13:36:57+00:00,ufigiy2990,data_clean_final
"Salut bang keren kontennya , salam Jepe DI ⭐𝐒𝐆𝐈𝟖𝟖",salut bang keren kontennya salam jepe di sgi88,1,f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,174.541.223.834.405,AnisaGough-n1w,data_clean_final
Gameplay-mu di ❤𝐌𝐀𝐗𝐖𝐈𝐍𝟖𝟖❤ bikin ketagihan nonton.,gameplay mu maxwin88 bikin tagih nonton,1,,,,1757843391.9618,@TavuicTavhxi,dataset_komentarJudol
Musik dan efek serasi banget ❤𝐌𝐀𝐁𝐀𝐑𝟖𝟖❤ 🎵✨,musik efek serasi banget mabar88,1,,,,1756751614.00386,@marisa7788-b4j,dataset_komentarJudol
Yaa Allah pertemukan lah anak hamba dengan ustadz Hadi Hidayat ini supaya anak hamba bisa belajar dengan ustadz dan bisa berdakwah 🙏🙏🙏🙏❤❤❤,yaa allah pertemukan lah anak hamba dengan ustadz hadi hidayat ini supaya anak hamba bisa belajar dengan ustadz dan bisa berdakwah,0,,,,,,dataset_kaggle
menantang diri sendiri untuk tidak tertawa membaca komen 🙏,menantang diri sendiri untuk tidak tertawa membaca komen,0,ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.336.765.332.170,auzaiewirefa7437,data_clean_final
"Sawit juga pohon, sawit juga punya daun.",sawit juga pohon sawit juga punya daun,0,,,,,,dataset_kaggle
RRQ DAPAT HASIL BERAPA JUALAN KURMA DIARAB BANG BKENT RRQ TAI TAI TAI😢,rrq hasil berapa jual kurma arab bang bkent rrq tai tai tai,0,,,,1755196197.77611,@Gernuk212,dataset_komentarJudol
KETIK DI GOOGLE : WISDOMTOTO,ketik di google  wisdomtoto,1,,,,2024-10-07 12:38:41,agustina Dewi,youtube_chat_jogja
YA AMPUN🤎𝐏𝐑𝐎𝐁𝐄𝐓 𝟖𝟓𝟓🤎emang paling lengkap !!,ampunprobet855 emang paling lengkap,1,,,,1756751629.37986,@AnhDang-c3t,dataset_komentarJudol
3+6-9,369,0,,,,,,dataset_kaggle
"Nggak nyangka, 𝐑𝐨𝐦𝐚𝟒𝐝 ternyata secepat itu hasilnya 🔥",nggak nyangka roma4d ternyata secepat itu hasilnya,1,,,,,,dataset_kaggle
"Di temani ⭐K̲U̲S̲U̲M̲A̲T̲0̲T̲0̲⭐,nih",di temani kusumat0t0 nih,1,,,,,,judi_online
"Anak syahroni  ?????
Gk salah lu ngerrr",anak syahroni gk salah lu ngerrr,0,QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.739.981.133.156.090,Muhammadihsan-ur7jm,data_clean_final
Smngt keratua,smngt keratua,0,,,,1757356908.56052,@Tigerofficiall-01,dataset_komentarJudol
"Keren banget bang 😂 , Salam JePE ⭐𝐒𝐆𝐈𝟖𝟖",keren banget bang salam jepe sgi88,1,VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.412.640.912.590,LaneyKayleen-o9t,data_clean_final
Kick mage nya di jamin bakal lebih baik🙌,kick mage nya jamin bakal lebih baik,0,,,,1758374745.93068,@diqifajri595,dataset_komentarJudol
Ya gitulah otak kalo udah kena brainrot😂,ya gitulah otak kalo udah kena brainrot,0,gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.314.396.870,maizarindra498,data_clean_final
"🔍𝐊𝗨𝗦𝗨𝗠𝗔𝗧𝟎𝗧𝟎🏆,ini kaya tendangan ronaldo ye Kelass",kusumat0t0 ini kayak tendangan ronaldo ye kelas,1,,,,,,judi_online
04:44  P U L A U W I N  bikin hidup gak seserius itu,pulauwin membuat hidup tidak seserius itu,1,,,,,,judi_online
beliau benar benar memasak,beliau benar benar memasak,0,,,,,,judi_online
"Hero favorit OP, skillnya klop banget ❤𝐒𝐔𝐑𝐘𝐀𝟖𝟖❤ 😎✨",hero favorit op skillnya klop banget surya88,1,,,,1756838123.0704,@saniatia-t4b,dataset_komentarJudol
"ketinggalan cuan , gaskeun pu lau tujuh tujuh tujuh .",ketinggalan cuan gaskeun pu lau tujuh tujuh tujuh,1,zFhBO9uoGYA,INDONESIAN DRIFT SERIES TERAKHIR di sini,Om Mobi,2025-05-04 13:36:57+00:00,bebullaskar7725,data_clean_final
gini nyantai main 𝐏 𝐋 𝐔 𝐓 𝐎 𝟖 𝟖 dikasih maxwin,gini nyantai main p l u t o 8 8 dikasih maxwin,1,5MBwJpU-9tg,"Rifat Sungkar Mau Bikin Sirkuit⁉️ | Dipo, Ziko Belajar Dari Suhu Motorsports",Garasi Drift Podcast,2025-04-30 09:00:07+00:00,KaryEbonee,data_clean_final
𝐁𝐓𝐕❶❻❽ sumber berkah—semoga bareng !,btv sumber berkah semoga bareng,1,CLHTLViZ8Uc,NYOBAIN WARKOPOLIM GOFAR HILMAN GRIND BOYS‼️ Test Ride Mio Bore Up Injeksi Sekalian Kulineran,Den Dimas,2025-05-02 10:00:32+00:00,deviakoemala,data_clean_final
estehku dilarisi lurd Ng Buri panggung,estehku dilarisi lurd ng buri panggung,0,,,,2024-10-07 12:12:00,prima Kholik,youtube_chat_jogja
"Setiap hari selalu ada hal-hal baru dan menarik dari 𝐃⁠​𝐎‍𝐑⁠⁠𝐀⁠‍𝟕‍⁠𝟕, bikin rasa penasaran terus terjaga!",hari selalu baru tarik dora77 bikin rasa penasaran terus jaga,1,,,,1758415128.02158,@mohramphotographer,dataset_komentarJudol
Lanjutannya ada kah di youtube?,lanjutannya ada kah di youtube,0,,,,,,dataset_kaggle
SERANG SAMPE KE DASAR NERAKA 🔥,serang sampai ke dasar neraka,0,,,,,,judi_online
Saya suka gimana 🅿️🆄🅻🅰️🆄777 selalu update,saya suka gimana 777 selalu update,1,nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.671.843.420,GLENNPaz-u4c,data_clean_final
Makanya col  punya leher,makanya col punya leher,0,,,,1758155558.45573,@romiromi3866,dataset_komentarJudol
"oppo selalu pakai 13mp sensor paling payah,bahkan dlu pakai 8mp tapi selalu bikin statement setara 50mp😂",oppo selalu pakai 13mp sensor paling payah bahkan dlu pakai 8mp tapi selalu bikin statement setara 50mp,0,,,,,,dataset_kaggle
Jangan di paksa maju di keroyok juga kalah,jangan paksa maju keroyok kalah,1,,,,1758242139.71046,@FerdiFerdifernando-k8z,dataset_komentarJudol
"Badut dari segala badut, julukan baru PPQ 😂😂😂",badut segala badut juluk baru ppq,0,,,,1758720186.45738,@kopengsaja,dataset_komentarJudol
"flagship zaman sekarang rata-rata sudah mentok kanan dan suhu stabil, tinggal pilih mana yang paling baik kamera dan ekosistemnya",flagship zaman sekarang rata rata sudah mentok kanan dan suhu stabil tinggal pilih mana yang paling baik kamera dan ekosistemnya,0,,,,,,dataset_kaggle
Bedanya ⭐𝘼𝙇𝙀𝙓𝙄𝙎17 sama yang lain apa ya? sih.,bedanya alexis17 dengan yang lain apa ya sih,1,,,,,,judi_online
Wapres terbaik sepanjang sejarah indonesia 🙂,wapres terbaik sepanjang sejarah indonesia,0,ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.343.967.668.240,ApriaWayah,data_clean_final
🤭🤭🤫🤫,,0,,,,,,dataset_kaggle
"waktu gol balasan fermin aku pikir bola nya keluar, soal nya komentatornya biasa aj g heboh jdi aku g teriak pdahal gol, aku sadar skrng trnyata komentatornya demit sejati itu sebabnya dia kecewa ktika barca ngegolin😂",waktu gol balasan fermin aku pikir bola nya keluar soal nya komentatornya biasa aj g heboh jdi aku g teriak pdahal gol aku sadar skrng trnyata komentatornya demit sejati itu sebabnya dia kecewa ktika barca ngegolin,0,,,,,,dataset_kaggle
"Terlambat sedikit tidak masalah,gas braderr ★𝐏𝐑0𝐁𝐄𐊗⭐𝟴𝟱𝟱★.🔥🔥",terlambat sedikit tidak masalah ayo braderr pr0be855,1,,,,,,judi_online
06:00 Nikmati keseruan bermain di ̶P̶U̶L̶A̶U̶7̶7̶7̶.,nikmat seru main pulau777,1,,,,1756665001.71928,@TheShivraj000,dataset_komentarJudol
"Santai main, hasilkan cuan, pilih 𝗠𝑨𝑵𝐃𝐀𝑳𝗜𝗞𝐀𝟕7!",santai main hasilkan cuan pilih mandalika77,1,-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.964.336.049.710,BERNIECreamer,data_clean_final
mau off kah,mau off kah,0,,,,2024-10-07 14:12:48,ItzMeZaky,youtube_chat_jogja
"@agusgeunsuk1233galak itu ada waktunya, tpi klo kasar dan ngerugiin tim itu yg aneh, bahkan pelatihnya sendiri marah krn tindakan justin tersebut",itu ada waktunya tpi klo kasar dan ngerugiin tim itu yg aneh bahkan pelatihnya sendiri marah krn tindakan justin tersebut,0,,,,,,dataset_kaggle
ALEXIS-17☯ tuh emang udah jadi penghasilan utama gua sekarang,alexis 17 tuh emang udah jadi penghasilan utama gua sekarang,1,4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.745.164.796.793.790,SitiYunita-i1o,data_clean_final
kamu moqeel kak?,kamu moqeel kak,0,,,,,,dataset_kaggle
"Kalo hasil video ny sama kek yg asli outo beli niih, karena gua pakek IP cuma buat ambil video ny doang",kalo hasil video ny sama kek yg asli outo beli niih karena gua pakek ip cuma buat ambil video ny doang,0,,,,,,dataset_kaggle
2026🚕,2026,0,,,,,,dataset_kaggle
Roda berputar... Legoyo saja...ketika diatas jgn lupa liat ke bawah...,roda berputar legoyo saja ketika diatas jgn lupa liat ke bawah,0,,,,,,dataset_kaggle
Si Alexis17 kalo cari bahan lawakan pasti satir banget hasilnya.,si alexis17 kalau cari bahan lawakan pasti satir sekali hasilnya,1,,,,,,judi_online
Benar mon omelin jaringan game kadang2 turun. Hp dah ga rate tinggi masih turun.,benar mon omelin jaringan game kadang2 turun hp dah ga rate tinggi masih turun,0,,,,,,dataset_kaggle
Yoo. I have never clicked so fast,yoo i have never clicked so fast,0,f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.405.037.831.250,RyanZulqudsie,data_clean_final
"Pulau777, tempat seru semua orang 🌟",pulau777 tempat seru semua orang,1,,,,1757828936.94487,@VarunKashyap-z6x,dataset_komentarJudol
Udah selesai main raja rajaannya??,udah selesai main raja raja,0,,,,1756060459.94155,@FaktaAnehTapiNyata1,dataset_komentarJudol
"Nyali ente memang gak di ragukan lagi bro 👏,  Panjang umur perjuangan. Semoga bung feri dan keluarga dilindungi dimanapun berada. Aamiin",nyali ente memang tidak di ragukan lagi saudara panjang umur perjuangan semoga bung feri dan keluarga dilindungi dimanapun berada amin,0,,,,,,judi_online
"Berkah rezeki hari ini berkat BERKAH99 , puji syukur!",berkah rezeki hari ini berkat berkah99 puji syukur,1,,,,,,judi_online
"Pengalaman luar biasa tiap main di 𝘈𝘏M𝐴𝘋𝐓O𝘛𝐎, bener-bener gacir!",pengalaman luar biasa tiap main di ahmadtoto bener bener gacir,1,BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.169.140.840,Waibelling-b8c,data_clean_final
"Selalu jelas nih sharingnya, keren!!! Btw, terkait orange jadi cone atau baju pekerja (bukan di iphone 17 lho ya :D ) karena memang visibilitasnya sangat tinggi, terutama saat minim cahaya kaya pas kabut, hujan, atau malam, mudah menarik perhatian, dan melambangkan peringatan (warning) dalam standar keselamatan internasional, sehingga membantu mengurangi risiko kecelakaan.",selalu jelas nih sharingnya keren btw terkait orange jadi cone atau baju pekerja bukan di iphone 17 lho ya d karena memang visibilitasnya sangat tinggi terutama saat minim cahaya kaya pas kabut hujan atau malam mudah menarik perhatian dan melambangkan peringatan warning dalam standar keselamatan internasional sehingga membantu mengurangi risiko kecelakaan,0,,,,,,dataset_kaggle
Enak seger mba !!💙P R O B E T  8 5 5💙,enak seger mba probet855,1,,,,1756924506.94096,@AnhBui-f8c,dataset_komentarJudol
"jgn panggil nama lah kalo di game, panggil oura, donkey, dll biar seru",jgn panggil nama lah kalo game panggil oura donkey biar seru,0,,,,1757702698.96467,@VIRALMOBAESPORT,dataset_komentarJudol
"Pembahasannya sederhana tapi tetap ❤💎 *_BOLA_* *_138_* 💎❤bermakna, ada beberapa bagian yang rasanya masih kepikiran setelah podcast selesai.",pembahasannya sederhana tapi tetap bola 138 bermakna ada beberapa bagian yang rasanya masih kepikiran setelah podcast selesai,1,,,,,,dataset_kaggle
"Entah kenapa presiden sekarang malah glorifikasi TNI, entah apa maunya",entah kenapa presiden sekarang malah glorifikasi tni entah apa maunya,0,,,,,,dataset_kaggle
"Kalo si budie beneran gag ngerti kalo anak buahnya manipulasi daftar pemblokiran brarti audit kominfo yg sekarang komdigi sangat buruk karna ""emang bukan keahliannya"". Tapi kalo terbukti si budie ikut andil harus dilaporkan ke polisi.",kalau si budie benaran enggak mengerti kalau anak buahnya manipulasi daftar pemblokiran berarti audit kominfo yang sekarang komdigi sangat buruk karena memang bukan keahliannya tetapi kalau terbukti si budie ikut andil harus dilaporkan ke polisi,0,,,,,,judi_online
𝐌𝐎𝐍𝐀𝟒𝐃 bikin vibe positif! Hibur banget. 💖,mona4d membuat vibe positif hibur sekali,1,,,,,,judi_online
Meirisa😂❤🎉,meirisa,0,,,,,,dataset_kaggle
𝐒𝐆𝐈𝟖𝟖 uhuy !,sgi88 uhuy,1,ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,VegaDevon-n7r,data_clean_final
"Maraton event jejepangan bareng Alexis17 semalem, plot twist gila parah!",maraton acara jejepangan bareng alexis17 semalem plot twist gila parah,1,,,,,,judi_online
Tapi kalau hukuman cuma penjara mereka mungkin gak akan takut untuk terus melakukan hal ini,tetapi kalau hukuman cuma penjara mereka mungkin tidak akan takut untuk terus melakukan hal ini,0,,,,,,judi_online
"​@MamanTo-q7r3i lo tanya harus atau ga kan? Makanya gue jawab ""ga lah"" artinya ga harus tapi kalo itu pilihan mereka ya terserah. Kan gue udah bilang tattoo itu cantik, bagian mananya yg menolak?",lo tanya harus atau ga kan makanya gue jawab ga lah artinya ga harus tapi kalo itu pilihan mereka ya terserah kan gue udah bilang tattoo itu cantik bagian mananya yg menolak,0,,,,,,dataset_kaggle
"pada allahuakbar apalagi vio😭😭ngakak bgt qel sumpah, si amar udh ga karuan😅",pada allahuakbar apalagi viongakak bgt qel sumpah si amar udh ga karuan,0,,,,,,dataset_kaggle
Pulau777 selalu ada buat kamu 🌴,pulau777 selalu buat kamu,1,,,,1757530074.5821,@NarendraChatap-i4g,dataset_komentarJudol
"Yey ada vlok nyaa, yangg di tungu'.🎉❤",yey ada vlok nyaa yangg di tungu,0,,,,,,dataset_kaggle
Bang gamain diGA RU DA HO KI꧂,bang gamain diga ru da ho ki,1,QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.552.318.850,TravisBello-i9c,data_clean_final
"seminggu join alexis17 , gue udah beliin ortu smartphone !",seminggu join alexis17 gue udah beliin ortu smartphone,1,ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,marasirfandi,data_clean_final
Thanks bro,thanks bro,0,,,,,,dataset_kaggle
3:05 kayaknya babang David mencoba nyindir si SAMSUNG dah 🤣,3 05 kayaknya babang david mencoba nyindir si samsung dah,0,VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.387.428.959.030,franskesya793,data_clean_final
diplomatis apa emang ngga ngerti pak? wkwk,diplomatis apa emang ngga ngerti pak wkwk,0,gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.300.761.976.250,caaneedsleep,data_clean_final
Amin 💪🏻 Arsenal ku,amin arsenal ku,0,,,,,,dataset_kaggle
"main 𝐌𝐢𝐘𝐚𝟖𝟖 tuh nggak kerasa , tahu-tahu seneng !",main miya88 tuh nggak kerasa tahu tahu seneng,1,zFhBO9uoGYA,INDONESIAN DRIFT SERIES TERAKHIR di sini,Om Mobi,2025-05-04 13:36:57+00:00,HarutoMuratamI1FRPg,data_clean_final
ane master ngecuan 𝔹О𝐖Ø𝟕𝟳 astagaa masih,ane master ngecuan b w 77 astagaa masih,1,QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,173.882.555.191.214,SuzanneReaves,data_clean_final
Ada aja yang beli di Indonesia 😂,ada aja yang beli di indonesia,0,XI8K0-_kbHc,GAK NYANGKA BISA BEGINI! PENGENDARA DIJALAN SAMPAI BINGUNG LIHAT HUMMER EV | GLAMOUR AUTO BOUTIQUE,Jejelogy,1.739.601.501.823.320,AbuArshad2015,data_clean_final
"iseng doang main 𝐷оrа𝟩𝟳 , eh ketagihan ! cuan nih !",iseng doang main d r 77 eh ketagihan cuan nih,1,zFhBO9uoGYA,INDONESIAN DRIFT SERIES TERAKHIR di sini,Om Mobi,2025-05-04 13:36:57+00:00,Amyezvqo,data_clean_final
enak streaming aja dirumah sambil rebahan :face_with_tears_of_joy:,enak streaming aja dirumah sambil rebahan,0,,,,2024-10-07 11:48:45,Aina Dyah,youtube_chat_jogja
BERKAH99 apaan sih di google??,berkah99 apaan sih di google,1,,,,,,judi_online
Lagu nya candu kak 🥹🫶,lagu nya candu kak,0,,,,,,dataset_kaggle
Wow! ⚡ALEXIS17⚡ emang beda kelas!,wow alexis17 emang beda kelas,1,4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.745.251.182.191.320,MelatiPuspita-o6k,data_clean_final
Semua orang bilang ALEXIS⭐17⭐ tuh life changer banget!,semua orang bilang alexis 17 tuh life changer banget,1,4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.745.164.789.771.240,BellaSubagio-n5v,data_clean_final
Biar lbh quick lg kalo mau gnti ratio 😂,biar lbh quick lg kalo mau gnti ratio,0,QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.536.861.740,muhammadfaza8601,data_clean_final
"Bisa dibilang, video ini salah satu video terbaik yang pernah aku tonton di YouTube tahun ini,🀄ℙℝ𝕆𝔹𝔼𝕋855🀄Gak cuma dari segi visual, tapi juga dari kedalaman pesan yang dibawa. Terima kasih udah bikin sesuatu yang bermanfaat dan menyentuh!💯",bilang video salah satu video baik pernah aku tonton youtube tahun probet855 gak cuma segi visual dalam pesan bawa terima kasih udah bikin manfaat sentuh,1,,,,1757836030.35448,@TuyetPhamgru-c3z,dataset_komentarJudol
"hoki gak bohong , udah pakai pawpaw4d !",hoki gak bohong udah pakai pawpaw4d,1,zFhBO9uoGYA,INDONESIAN DRIFT SERIES TERAKHIR di sini,Om Mobi,2025-05-04 13:36:57+00:00,narrarohith5262,data_clean_final
"ga bisa nonton disana , dilive ajaa:grinning_face_with_big_eyes::grinning_face_with_big_eyes:",ga bisa nonton disana  dilive ajaa,0,,,,2024-10-07 11:53:04,Meysha nabilla putri,youtube_chat_jogja
"sehat selalu mas, semoga lancar perjuangannya.",sehat selalu mas semoga lancar perjuangannya,0,,,,,,judi_online
tetep saja itu made in china..samsung jual merk nya..tp china yg produksi...intinya sebenarnya china yg lebih jago teknologinya...,tetep saja itu made in china samsung jual merk nya tp china yg produksi intinya sebenarnya china yg lebih jago teknologinya,0,,,,,,dataset_kaggle
