text_original,text_clean,label,video_id,title,channel_name,tanggal,author,source
Apa ini durasi nyaa😢,apa ini durasi nyaa,0,n_mFKYFMtWY,"UBUR-UBUR IKAN LELE, INI SAYA JUAL LE !!! Ready Tiga Sasis + Body SR3 Siap Naik Livery.",Bus Pesona,1.739.951.454.457.960,officialmeen4237,data_clean_final
di ayam ayamin sama onic wkwk,di ayam ayamin sama onic wkwk,0,,,,,,dataset_kaggle
Wow! ⚡ALEXIS17⚡ emang gak pernah ngecewain!,wow alexis17 emang gak pernah ngecewain,1,4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.745.251.184.414.260,AgusKhairunnisa-j4t,data_clean_final
gak skill khusus menang alexis17 .,gak skill khusus menang alexis17,1,VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,BellaSantoso-z8x,data_clean_final
Baru juga nonton dah ketawa,baru juga nonton dah ketawa,0,,,,,,dataset_kaggle
Aku terbuka untuk menerima semua rezeki dari ❄️ *KYT4D* ❄️!,aku terbuka untuk menerima semua rezeki dari kyt4d,1,,,,,,judi_online
gunung kidul hadir,gunung kidul hadir,0,,,,2024-10-07 11:55:48,Anti Anti,youtube_chat_jogja
Bang fros add aku namaku fros_team,bang fros add aku namaku fros team,0,,,,,,dataset_kaggle
Pasti mbak najwa pasti cape😂🤣,pasti mbak najwa pasti cape,0,gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,174.421.434.050.583,adrys_0mb610,data_clean_final
ga bisa berharap banyak buat roster rrq s16 ini,ga bisa berharap banyak buat roster rrq s16 ini,0,,,,,,dataset_kaggle
Tim yang cuma nonton doang beli kagak.,tim yang cuma nonton doang beli kagak,0,VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,174.533.703.019.915,anggasyahputra1973,data_clean_final
Aku kudu ngiseng...,aku kudu ngiseng,0,ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.336.776.613.400,jebedjembe3811,data_clean_final
Bang fros kata nya kaya coba beli cokelat dudai,bang fros kata nya kaya coba beli cokelat dudai,0,,,,,,dataset_kaggle
"Gila, Alexis17 tadi turnamen banget, auto win!",gila alexis17 tadi turnamen sekali langsung menang,1,,,,,,judi_online
Mau kabur sebentar? Ya ke 𝗣𝗨𝗟𝗔𝗨𝗪𝗜𝗡.,mau kabur sebentar ya ke pulauwin,1,,,,,,judi_online
"🎰RUSHDASH17🎰 fiturnya lengkap, gak ada yang kurang.",,1,,,,,,hardsell
"Padahal bisa nabung sedikit dari awal bocoran terus pake tips hemat. Lu kalo iri gak usah koar2, malu yang usaha dapat tapi gak ngeluh kayak lu",padahal bisa nabung sedikit dari awal bocoran terus pake tips hemat lu kalo iri gak usah koar2 malu yang usaha dapat tapi gak ngeluh kayak lu,0,,,,,,dataset_kaggle
"Kalo ditanya tempat asik, ya 𝗣𝗨𝗟𝗔𝗨𝗪𝗜𝗡 dong.",kalau ditanya tempat asik ya pulauwin dong,1,,,,,,judi_online
Setiap power-up di ❤𝐌𝐀𝐗𝐖𝐈𝐍𝟖𝟖❤ bikin ngakak absurd.,power up maxwin88 bikin ngakak absurd,1,,,,1757839802.60325,@QuanVu-k3t,dataset_komentarJudol
Bang riview Advan matcha 5g dong,bang riview advan matcha 5g dong,0,,,,,,dataset_kaggle
Bang bisa dikasih jadi poster juga😊,bang bisa dikasih jadi poster juga,0,,,,,,dataset_kaggle
"Gak dicari,tapi dicari lagi 🍓💀 ṄäṡäĠäṁïṅġ 🌷🐯",gak dicari tapi dicari lagi nasagaming,1,,,,,,dataset_kaggle
SPIN4CE typo dikit tapi tetap jalan.,,1,,,,,,hardsell
kelemahan arsenal di pertandingan ini adalah serangan balik inter yg mematikan untung aja penyelesaian akhir kurang sampurna kalo gk uuu🤧🤧,kelemahan arsenal di pertandingan ini adalah serangan balik inter yg mematikan untung aja penyelesaian akhir kurang sampurna kalo gk uu,0,,,,,,dataset_kaggle
Parahhh urat leher gua ikut kenceng😅😅😅,parahhh urat leher gua ikut kenceng,0,f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.383.431.857.550,SetiawanBudi9592,data_clean_final
​ @rezaadipura5720 id Mana gw Cek Sini Babi,id mana gw cek sini babi,0,,,,,,dataset_kaggle
lagi jenuh? scroll bentar ke PULAUWIN langsung adem,lagi jenuh scroll bentar ke pulauwin langsung adem,1,,,,,,judi_online
"Jika Anda menghargai platform daring yang didesain dengan baik, A𝙃𝑀А𝘋𝐓𝙊𝑇Оpatut dipertimbangkan.",jika anda menghargai platform daring yang didesain dengan baik ahm dtot patut dipertimbangkan,1,VAEyOCCBlx4,KING OF AEROX !! Modifikasi Yamaha Aerox Alpha Turbo by Nakano Garage #AtenxKatros,Atenx Katros,1.740.032.866.499.710,YhoanSalim-w1x,data_clean_final
"06:00 𝐏𝐑0𝐁𝐄𐊗𝟖𝟓𝟓, jackpot tak terbatas!",pr0be855 jackpot tak terbatas,1,,,,,,judi_online
"biar rame , ramein cuan bareng pu lau tujuh tujuh tujuh .",biar rame ramein cuan bareng pu lau tujuh tujuh tujuh,1,8AzDe6gMOck,BRZ Farrel Siap untuk Indonesian Drift Series‼️,Garasi Drift,2025-05-02 09:00:09+00:00,samudewasi2854,data_clean_final
jadi nostalgia dulu saat nonton frost diamond dulu masih main 2020 😢,jadi nostalgia dulu saat nonton frost diamond dulu masih main 2020,0,,,,,,dataset_kaggle
"Parah banget! 𝐃⁠​𝐎‍𝐑⁠⁠𝐀⁠‍𝟕‍⁠𝟕bikin candu berat, susah banget buat berhenti!",parah banget dora77bikin candu berat susah banget buat henti,1,,,,1758415165.7958,@MR.EIVISH.1,dataset_komentarJudol
"""ga akan pernah membusuk seumur hidup"" yaa kan dah mati jirrrr",ga akan pernah membusuk seumur hidup yaa kan dah mati jirr,0,,,,,,dataset_kaggle
🔥LUCKCLUB33🔥 surprisingly bagus buat pemula.,,1,,,,,,hardsell
Korup kau ketua,korup kau ketua,0,,,,,,dataset_kaggle
Skill + strategi = auto win 🏆 game ini memang bikin ketagihan! 𝕊𝔸𝕊𝕋ℝ𝔸𝟜𝔻,skill strategi auto win game memang bikin tagih sastra4d,1,,,,1756663979.82396,@ViyyMell,dataset_komentarJudol
baru sih pake hero estes biasa angela ama Florin,baru sih pake hero estes biasa angela ama florin,0,,,,,,dataset_kaggle
Ketua bujangggg,ketua bujangg,0,,,,,,dataset_kaggle
moco komene nambahi hiburan tersendiri. marai ngakak,moco komene nambahi hiburan tersendiri marai ngakak,0,,,,2024-10-07 13:21:04,Nani Adiyanti,youtube_chat_jogja
"Pulau 7.7/7 perfect banget buat chill, yuk!",pulau perfect sekali buat chill yuk,1,,,,,,judi_online
"wuidiihh segitunya penghasilan youtuber yaa,,, 😮😮",wuidiihh segitunya penghasilan youtuber yaa,0,,,,,,dataset_kaggle
Fold 1 aja saya baru bisa beli secondnya pada tahun 2025 ini..tapi udah kebeli trifold ini di 2025 setelah join OLX707,fold 1 aja saya baru bisa beli secondnya pada tahun 2025 ini tapi udah kebeli trifold ini di 2025 setelah join olx707,0,,,,,,dataset_kaggle
weton88 keren banget,weton88 keren banget,1,5MBwJpU-9tg,"Rifat Sungkar Mau Bikin Sirkuit⁉️ | Dipo, Ziko Belajar Dari Suhu Motorsports",Garasi Drift Podcast,2025-04-30 09:00:07+00:00,PalmerHolman-z9p,data_clean_final
Tiap pagi gue selalu cek notifikasi dari ALEXIS⭐17⭐ dulu.,tiap pagi gue selalu cek notifikasi dari alexis 17 dulu,1,f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.408.630.596.250,MelatiAyuningtyas-x8u,data_clean_final
"Bener-bener gacir banget main di 𝐃⁠​𝐎‍𝐑⁠⁠𝐀⁠‍𝟕‍⁠𝟕. Modal kecil,",bener bener gacir banget main dora77 modal kecil,1,,,,1758415133.80353,@TubeGamez-r5s,dataset_komentarJudol
"H16655107D0M1N064P13Q1UQ1U menang terus ya? Gak nyangka rame banget, vibes-nya bagus.",,1,,,,,,hardsell
14rbu GOLD anying 😭😭 10mnt ke 11 menit 😂,14rbu gold anying 10mnt ke 11 menit,0,,,,,,dataset_kaggle
"Lanjutin bang gamenya pliss, aku nonton sampe ketiduran saking serunya",lanjutin bang gamenya pliss aku nonton sampe ketiduran saking serunya,0,,,,,,dataset_kaggle
"Q.U.I.C.K.R.U.S.H.17 top tier, gak ada duanya.",,1,,,,,,hardsell
Mirip,mirip,0,,,,,,dataset_kaggle
B-O-T-A-I-1-1 bikin pengalaman jadi lebih smooth.,,1,,,,,,hardsell
BLACKLIST Amerika dari list belanjaan kamu mulai sekarang,blacklist amerika dari list belanjaan kamu mulai sekarang,0,,,,,,dataset_kaggle
Mau beli tp malu takut di kira banyak duid,mau beli tp malu takut di kira banyak duid,0,,,,,,dataset_kaggle
"Pohon dan tanaman adalah makhluk paling menyedihkan, mereka tdk sanggup melawan saat ditebang, saat dibabat saat bencana pun mereka rela berkorban, ikut hanyut.. yg dmn makhluk lain bisa membela diri bisa lari bahkan makhluk microorganisme pun masih bisa lari saat dikejar pemangsanya, namun liatlah pohon dan tanaman betapa malang nasib mereka, jdi klo ada manusia vegetarian yg bilang jng makan daging krn itu termasuk tindakan jahat kpd binatang. Lah emg tumbuhan sayuran mrka mau dimakan.. kocak kaliii",pohon dan tanaman adalah makhluk paling menyedihkan mereka tdk sanggup melawan saat ditebang saat dibabat saat bencana pun mereka rela berkorban ikut hanyut yg dmn makhluk lain bisa membela diri bisa lari bahkan makhluk microorganisme pun masih bisa lari saat dikejar pemangsanya namun liatlah pohon dan tanaman betapa malang nasib mereka jdi klo ada manusia vegetarian yg bilang jng makan daging krn itu termasuk tindakan jahat kpd binatang lah emg tumbuhan sayuran mrka mau dimakan kocak kalii,0,,,,,,dataset_kaggle
Nova dan blizer yang langka,nova dan blizer yang langka,0,,,,,,dataset_kaggle
Video yang bermanfaat banget𝐀⁠⁠𝐄‌‌𝐑‌𝐎⁠𝟖⁠𝟖,video manfaat bangetaero88,1,,,,1757443397.13372,@bìnhlươnSgkim,dataset_komentarJudol
Thx mas Atenx 🫡,thx mas atenx,0,VAEyOCCBlx4,KING OF AEROX !! Modifikasi Yamaha Aerox Alpha Turbo by Nakano Garage #AtenxKatros,Atenx Katros,173.997.238.446.137,rifkyhidayat8685,data_clean_final
Bg gw mau dong,bg gw mau dong,0,,,,,,dataset_kaggle
💰ORBITPLANET88💰 auto recommended ke temen-temen.,,1,,,,,,hardsell
Gue yakin ini bakal jadi audio viral di 𝑰𝑺𝑻𝑨𝑵𝑨𝑩𝑬𝑻17❤️,gue yakin bakal jadi audio viral istanabet17,1,,,,1756751496.40789,@EuksgdDidve,dataset_komentarJudol
Ada rekomendasi grup lawak kayak ALEXIS17 gak? Lagi butuh hiburan.,ada rekomendasi grup lawak seperti alexis17 tidak lagi butuh hiburan,1,,,,,,judi_online
"Setiap hero combo epik, mantap ❤𝐌𝐀𝐁𝐀𝐑𝟖𝟖❤ ⚡🎯",hero combo epik mantap mabar88,1,,,,1758241942.29088,@ameeel-m1n,dataset_komentarJudol
"𝐏𝐚𝐬𝐭𝐢 𝐌𝐚𝐧𝐭𝐚𝐛, 𝐁𝐨𝐧𝐮𝐬 𝟏𝟎𝟎%
𝘒𝘦𝘵𝘪𝘬 𝘋𝘪 𝘎𝘰𝘰𝘨𝘭𝘦 𝗔𝗬𝗔𝗠𝗪𝗜𝗡 🐑🐑🎀",pasti mantap hadiah ketik di google ayamwin,1,,,,,,judi_online
kenapa dislikenya disembunyikan?😂,kenapa dislikenya disembunyikan,0,ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.401.570.382.530,BagusWidyaw,data_clean_final
finallyyyy❤,finallyy,0,,,,,,dataset_kaggle
Yang suka 𝑰𝑺𝑻𝑨𝑵𝑨𝑩𝑬𝑻17❤️ pasti nge-like video ini,suka istanabet17 nge like video,1,,,,1756664986.23732,@BhavanBariya-p5t,dataset_komentarJudol
Bahas iphone air bang,bahas iphone air bang,0,,,,,,dataset_kaggle
BANG AKU TELAT BELOM,bang aku telat belom,0,,,,,,dataset_kaggle
F.R.O.S.T.S.N.O.W.17 akhirnya nemu yang stabil.,,1,,,,,,hardsell
"Si Alexis17 bilang komika favorit itu receh, padahal menurut gue lucu banget.",si alexis17 bilang komika favorit itu tidak penting padahal menurut saya lucu sekali,1,,,,,,judi_online
Intinya bonus demografi bisa nganggur semua kl tidak ada paman 😂😂,intinya bonus demografi bisa nganggur semua kl tidak ada paman,0,ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,174.533.675.404.613,naufalat,data_clean_final
"M4XW1N77 menang terus ya? Gak nyangka rame banget, vibes-nya bagus.",,1,,,,,,hardsell
"Ada yang kreatif, ada juga yang kelewat batas 🙄",ada yang kreatif ada juga yang kelewat batas,0,,,,,,dataset_kaggle
"⚡ Pola aman bikin tenang, Ketik di Google 🚀𝗧𝗞𝗣𝟯𝟬𝟯🚀",pola aman bikin tenang ketik di google tkp303,1,,,,,,dataset_kaggle
06:30 P U L A U W I N bahaya buat orang ketagihan,06 30 p u l a u w i n bahaya buat orang ketagihan,1,BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.153.833.370,ZACHARYGauthier-f6u,data_clean_final
gak pusing mikirin cicilan kalo udah join alexis17 .,gak pusing mikirin cicilan kalo udah join alexis17,1,VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,DesiLestari-e2u,data_clean_final
SD ELITE gen 5 dan embel2 GAMING lalu punya cooler inovasi antutu tembus 4jt vs iphone yg upgrade nya minim inovasi dan bukan hp embel2 gaming aneh aja gitu bang 🤣🤣,sd elite gen 5 dan embel2 gaming lalu punya cooler inovasi antutu tembus 4jt vs iphone yg upgrade nya minim inovasi dan bukan hp embel2 gaming aneh aja gitu bang,0,,,,,,dataset_kaggle
"🔥 Semua menang, semua untung! Cuma di 𝑻𝑶𝑻𝑶𝟑𝟐𝟖! 💰",semua menang semua untung cuma di toto328,1,,,,,,judi_online
"Gacur parah, udh wede berkali-kali",gacur parah udh wede berkali kali,1,f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.394.227.684.100,GriffinxRbHO,data_clean_final
​@duniasandiwara_2 komen lu ga nyambung nyet,komen lu ga nyambung nyet,0,,,,,,dataset_kaggle
​ @SamsulBahri-bw3pk loh cuman ngasih tau dibilang ngatur lawak lawakk..,loh cuman ngasih tau dibilang ngatur lawak lawakk,0,,,,,,dataset_kaggle
"Setiap nongkrong bareng teman, pasti ada bahasan ⚡️PULAUWIN⚡️.",nongkrong bareng teman bahas pulauwin,1,,,,1755195069.53169,@aubreycassidy,dataset_komentarJudol
dream phone sih ini 😂,dream phone sih ini,0,,,,,,dataset_kaggle
tetep gojo si yang d best untung gue punya 🤣,tetep gojo si yang d best untung gue punya,0,,,,,,dataset_kaggle
Slot talk makin panas 🚀 Cari di Google 𝗝 𝗨 𝗡 𝗜 𝗢 𝗥 𝟴 𝟴,slot talk makin panas cari di google junior88,1,,,,,,dataset_kaggle
24:30 lokasi nya idup bg. mungkin itu yg ngebuat jadi lama,2430 lokasi nya idup bg mungkin itu yg ngebuat jadi lama,0,,,,,,dataset_kaggle
Ganti thumbnail njirr...😅,ganti thumbnail njirr,0,ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.397.964.634.180,gameoflife9147,data_clean_final
Jucaaa mirip papa dali😢,jucaa mirip papa dali,0,,,,,,dataset_kaggle
Animasi mati nya lucuu,animasi mati nya lucuu,0,,,,,,dataset_kaggle
yowes tak mam yo to yanto,yowes tak mam yo to yanto,0,,,,2024-10-07 12:17:59,Kav,youtube_chat_jogja
"❤M𝐎𝐍𝐀𝟒𝐃🔴, terima kasih buat pengalaman seru! Ceritanya bikin mikir, visualnya keren, dan hadiahnya top! 💎",mona4d terima kasih buat alam seru cerita bikin mikir visual keren hadiah top,1,,,,1758719991.70906,@HuuTuanBui-s7i,dataset_komentarJudol
"gue pikir 𝙋𝙐𝙇𝘼𝙪777 cuma meme, ternyata banyak yang bahas serius juga",gue pikir pulau777 cuma meme ternyata banyak yang bahas serius juga,1,,,,,,dataset_kaggle
𝑰𝑺𝑻𝑨𝑵𝑨𝑩𝑬𝑻17❤️ the real deal sih buat genre kayak gini,istanabet17 the real deal sih buat genre kayak gin,1,,,,1756751499.29481,@upendrafliperboy,dataset_komentarJudol
telat rek vidio ne,telat rek vidio ne,0,,,,2024-10-07 12:34:00,indro suwarsono,youtube_chat_jogja
"Memang palua ⚡  Vyn Uciha gak mainin rendy aneh banget, sibuk doang gonta ganti pemain, pemai",memang palua vyn uciha gak mainin rendy aneh banget sibuk doang gonta ganti main mai,1,,,,1757843316.63224,@salamjr.9101,dataset_komentarJudol
ULTRA 99 lancar terus.,,1,,,,,,hardsell
king inter pun bonyok oleh lord arsenal 😂😂,king inter pun bonyok oleh lord arsenal,0,,,,,,dataset_kaggle
14:10 Terus berkembang arhan semangattt!!!!! Salam 𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵! gampang Jepe,terus kembang arhan semangatt salam berkah99 gampang jepe,1,,,,1755194942.18625,@TamilarasanFIREBOYS,dataset_komentarJudol
0:03,,0,,,,,,dataset_kaggle
"Setiap buka Twitter, trending topic-nya gak jauh-jauh dari ⚡PULAUWIN⚡.",buka twitter trending topic nya gak jauh jauh pulauwin,1,,,,1755195156.41056,@EricDixon-r2r,dataset_komentarJudol
sring2 bkin vidio ya till,sring2 bkin vidio ya till,0,,,,,,dataset_kaggle
Seru abis! ⚡ALEXIS17⚡ bikin hariku lebih berwarna!,seru abis alexis17 bikin hariku lebih berwarna,1,4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.745.251.191.114.340,WulanFirmansyah-o4x,data_clean_final
"2 JT buat hdc sih,skip jauh😂",2 jt buat hdc sih skip jauh,0,,,,,,dataset_kaggle
gue gak ngerti kenapa tapi P͟U͟L͟A͟U͟777 tuh aesthetic banget diliatnya,gue gak ngerti kenapa tapi pulau777 tuh aesthetic banget diliatnya,1,,,,,,dataset_kaggle
Dukungan pelanggan di ᴘᴜʟᴀᴜ𝟽𝟽𝟽 sangat membantu.,dukungan pelanggan di 777 sangat membantu,1,QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.555.307.590,AysenMuhammet,data_clean_final
4:22 Hadir menyimak Semangat..!!🌍ℙℝ𝕆𝔹𝔼𝕋855🌍,hadir simak semangat probet855,1,,,,1757443576.88981,@LanNgo-e3u,dataset_komentarJudol
"Baru jepe 2 kali, wede lancar banget",baru jepe 2 kali wede lancar banget,1,f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.405.027.691.400,Fajarelxem,data_clean_final
tapi rugi gk si harga mahal tapi dari segi kamera dan video kurang bagus,tapi rugi gk si harga mahal tapi dari segi kamera dan video kurang bagus,0,,,,,,dataset_kaggle
"modal dikit , lsg makswin cuy",modal dikit lsg makswin cuy,1,gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,YuTranLJ9I53l-z4h,data_clean_final
"sungguh ! 𝘿 о r 𝘈 𝟩 7 ketagihan berat , sulit berhenti !",sungguh d r a 7 7 ketagihan berat sulit berhenti,1,ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,AlidKc7z,data_clean_final
gak pusing mikirin biaya kuliah kalo udah join alexis17 .,gak pusing mikirin biaya kuliah kalo udah join alexis17,1,ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,balijanwinarno,data_clean_final
Gassss ziko bikin konten modifikasi motor,gassss ziko bikin konten modifikasi motor,0,BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.953.357.619.350,alexanderVR873,data_clean_final
"main santai , menang . 𝗣 𝗟 𝗨 𝗧 𝗢 𝟴 𝟴 emang beda .",main santai menang p l u t o 8 8 emang beda,1,5MBwJpU-9tg,"Rifat Sungkar Mau Bikin Sirkuit⁉️ | Dipo, Ziko Belajar Dari Suhu Motorsports",Garasi Drift Podcast,2025-04-30 09:00:07+00:00,YulianaNurhayati-s1o,data_clean_final
Suka banget dengan podcast ini... Laki banget,suka banget dengan podcast ini laki banget,0,,,,,,dataset_kaggle
Ahok-Anies sptnya sih,ahok anies sptnya sih,0,f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.376.203.337.920,YusranHadysurya,data_clean_final
𝐷 𝙀 𝘞 a d 𝘖 𝙍 𝐀menawarkan kesempatan berbagi pengalaman .,d e w a d o r amenawarkan kesempatan berbagi pengalaman,1,ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,Nhi8sZgG,data_clean_final
"Cakep Kali 🚩premierslot88🚩, Bravo..",cakep kali premierslot88 bravo,1,,,,,,judi_online
temen sekamar aja udah main 𝘼𝙇𝙀𝙓𝙄𝙎17 .,temen sekamar aja udah main alexis17,1,VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,BayuSantoso-v8w,data_clean_final
Keren banget konsepnya! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin video ini beda dari yang lain!,keren banget konsepnya mona4d bikin video ini beda dari yang lain,1,,,,,,dataset_kaggle
Terpopuler Ｇ ＡＲ ＵＤ Ａ Ｈ ０ Ｋ ｌ Spesial Kemerdekaan Berbagi Kemenangan,populer g ar ud a ho k l spesial merdeka bagi menang,1,,,,1756059757.88526,@shameer-mf1xh,dataset_komentarJudol
"Gila parah, di ALEXIS 🎀17🎀 ada event lucky spin dengan hadiah liburan ke Gurun Sahel.",gila parah di alexis ada acara lucky spin dengan hadiah liburan ke gurun sahel,1,,,,,,judi_online
besar hati amat sangat nemu web M𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳! ini berlega hati amat sangat lah sehabis demikian lama bermain slot baru kali ini selisih gw naik jadi segini brayyy ingin nangis saking senengnya,besar hati amat sangat nemu web mandalika77 ini berlega hati amat sangat lah sehabis demikian lama bermain slot baru kali ini selisih gw naik jadi segini brayyy ingin nangis saking senengnya,1,nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.858.879.805.480,UrsulaSabo,data_clean_final
"09:11 Gak nyangka ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴 sebagus ini! Visualnya ciamik, ceritanya penuh makna, dan untungnya luar biasa! 💖",gak nyangka mona 4d bagus visual ciamik cerita penuh makna untung luar biasa,1,,,,1758242164.07048,@AnhTamThieu-g6r,dataset_komentarJudol
Bang kent 🤪👆,bang kent,0,,,,,,dataset_kaggle
SUNMOON666 bikin akun makin sehat.,,1,,,,,,hardsell
Lagi bokek? Saatnya ganti suasana ke Pu Lau Tujuh Tujuh Tujuh.,lagi bokek saatnya ganti suasana ke punya kau tujuh tujuh tujuh,1,,,,,,judi_online
"Tarik terus tiap hari, maxwin mulu! buruan daftar sekarang OMETOTO",tarik terus tiap hari maxwin mulu buru daftar sekarang ometoto,1,,,,1756664774.75993,@piscokchennel,dataset_komentarJudol
Ayo kita mendukung penuh !!💙P R O B E T  8 5 5💙,ayo dukung penuh probet855,1,,,,1756751505.85826,@ThaoTran-e3m8t,dataset_komentarJudol
"Gw fans inter jagoin arsenal juara ucl. Inter fokus scudetto aja, udahan dulu tahun ini di ucl, ntr cape",gw fans inter jagoin arsenal juara ucl inter fokus scudetto aja udahan dulu tahun ini di ucl ntr cape,0,,,,,,dataset_kaggle
"𝐃⁠​𝐎‍𝐑⁠⁠𝐀⁠‍𝟕‍⁠𝟕memang yang terbaik, sangat direkomendasikan!",dora77memang baik sangat rekomendasi,1,,,,1758155563.10134,@santosh_mishra1,dataset_komentarJudol
"Sungguh pengalaman menyenangkan, hasil dari 𝘼𝑋𝘓𝟳𝟩𝟳 nggak ada lawan!",sungguh pengalaman menyenangkan hasil dari axl777 nggak ada lawan,1,nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.660.534.550,GuillaumeMadara-v7q,data_clean_final
"12:23 ""Seres 008 eh itu Saras 008""",12 23 seres 008 eh itu saras 008,0,kUom1fDXs4A,MOBIL-MOBIL PALING KAMI SUKA DI IIMS 2025 | FEAT. OM MOBI,Fitra Eri,1.739.947.011.856.890,OXA-zq8sy,data_clean_final
"Belanja bulanan liat promo, inget Alexis17 pernah review.",belanja bulanan lihat promosi ingat alexis17 pernah review,1,,,,,,judi_online
H0TF1R300 jarang komentar tapi ini worth it banget.,,1,,,,,,hardsell
Barca bobrok Cek posisinya di klasemen 😂😂😂😂,barca bobrok cek posisinya di klasemen,0,,,,,,dataset_kaggle
Gacir? Udah pasti di ρüℓAυ777.,gacir udah pasti di la 777,1,QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.555.315.230,NilayYener-q2t,data_clean_final
wiiiiiiityy,wiiiiiiityy,0,BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.164.461.960,syahreza1021,data_clean_final
"Setiap hari selalu ada hal-hal baru dan menarik dari 𝐃⁠​𝐎‍𝐑⁠⁠𝐀⁠‍𝟕‍⁠𝟕, bikin rasa penasaran terus terjaga!",hari selalu baru tarik dora77 bikin rasa penasaran terus jaga,1,,,,1758415128.02158,@mohramphotographer,dataset_komentarJudol
Samsung Note 10 saja juga ada AI Gemini 😂😅😂😅😅😂,samsung note 10 saja juga ada ai gemini,0,,,,,,dataset_kaggle
gacir gitu loh di 𝘋𝐄𝘞𝐀𝐃O𝐑𝘈,gacir gitu loh di dewadora,1,QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.551.889.610,prageethROBINSON-w1t,data_clean_final
"i think, acara om and i really love it, the host! top educate!",i think acara om and i really love it the host top educate,0,,,,,,dataset_kaggle
"S0L4R88 jarang down, aman.",,1,,,,,,hardsell
Yang gak bisa maen tuh mid nya rins,yang gak bisa maen tuh mid nya rins,0,,,,,,dataset_kaggle
midlane anti glowing tolol udh tau musuh esme ama sora masih aja ga beli glowng tolol,midlane anti glowing tolol udh tau musuh esme ama sora masih aja ga beli glowng tolol,0,,,,,,dataset_kaggle
Nyambung ngga sih😂,nyambung ngga sih,0,ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.408.779.103.840,SiJelek-piw,data_clean_final
5UP3R88 hasilnya gak mengecewakan.,,1,,,,,,hardsell
